Unnamed: 0,L1,L2,L3,Counterion,Abbreviation_in_the_article,Charge,Max_wavelength(nm),PLQY,tau(s*10^-6),Solvent,DOI,Notes
449,O=C1OC2=CC=CC=C2[C-]=C1C1=CC=CC=N1,O=C1OC2=CC=CC=C2[C-]=C1C1=CC=CC=N1,COC1=CC=C(C(=O)/C=C(\[O-])C(C)(C)C)C=C1OC,,IrL2L3,0.0,527.0,0.115,1.78,CH2Cl2,10.1039/C8QI00489G,
450,CC1=CC(C2=[C-]C3=CC=CC=C3S2)=NC2=CC=CC=C12,CC1=CC(C2=[C-]C3=CC=CC=C3S2)=NC2=CC=CC=C12,O=C(/C=C(\[O-])C(F)(F)F)C1=CC=CS1,,Ir1,0.0,655.0,0.02,0.11,CH2Cl2,10.1039/C8TC04321C,
451,[C-]1=C(C2=CC=C3C=CC=CC3=N2)SC2=CC=CC=C12,[C-]1=C(C2=CC=C3C=CC=CC3=N2)SC2=CC=CC=C12,O=C(/C=C(\[O-])C(F)(F)F)C1=CC=CS1,,Ir2,0.0,665.0,0.081,0.67,CH2Cl2,10.1039/C8TC04321C,
452,CCOC(=O)C1=CC(C2=[C-]C3=CC=CC=C3S2)=NC2=CC=CC=C12,CCOC(=O)C1=CC(C2=[C-]C3=CC=CC=C3S2)=NC2=CC=CC=C12,O=C(/C=C(\[O-])C(F)(F)F)C1=CC=CS1,,Ir3,0.0,758.0,0.011,0.05,CH2Cl2,10.1039/C8TC04321C,
453,FC(F)(F)C1=CC(C2=[C-]C3=CC=CC=C3S2)=NC2=CC=CC=C12,FC(F)(F)C1=CC(C2=[C-]C3=CC=CC=C3S2)=NC2=CC=CC=C12,O=C(/C=C(\[O-])C(F)(F)F)C1=CC=CS1,,Ir4,0.0,722.0,0.106,0.94,CH2Cl2,10.1039/C8TC04321C,
454,[C-]1=CC=CC=C1C1=NC2=CC=CC=C2S1,[C-]1=CC=CC=C1C1=NC2=CC=CC=C2S1,FC(F)(F)C1=N[N-]C(C2=CC=CC=N2)=C1,,1,0.0,535.0,0.601,2.56,CH2Cl2,10.1039/D0NJ01930E,
455,[C-]1=CC=C2C(=C1C1=NC3=CC=CC=C3S1)C1C3=CC=CC=C3C2C2=CC=CC=C21,[C-]1=CC=C2C(=C1C1=NC3=CC=CC=C3S1)C1C3=CC=CC=C3C2C2=CC=CC=C21,FC(F)(F)C1=N[N-]C(C2=CC=CC=N2)=C1,,2,0.0,546.0,0.678,2.04,CH2Cl2,10.1039/D0NJ01930E,
456,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,R1,1.0,592.0,0.31,0.581,CH3CN,10.1039/C8TC01130C,
457,CC(C)(C)C1=CC=NC(C2=[C-]C=CC=C2)=C1,CC(C)(C)C1=CC=NC(C2=[C-]C=CC=C2)=C1,CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,1a,1.0,597.0,0.26,0.497,CH3CN,10.1039/C8TC01130C,
458,CC(C)(C)C1=C[C-]=C(C2=CC(C(C)(C)C)=CC=N2)C=C1,CC(C)(C)C1=C[C-]=C(C2=CC(C(C)(C)C)=CC=N2)C=C1,CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,1b,1.0,611.0,0.12,0.25,CH3CN,10.1039/C8TC01130C,
459,CC1=CC(C)=C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)C(C)=C1,CC1=CC(C)=C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)C(C)=C1,CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,R2,1.0,592.0,0.28,0.643,CH3CN,10.1039/C8TC01130C,
460,COC1=CC(C)=C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)C(C)=C1,COC1=CC(C)=C(C2=CC=NC(C3=[C-]C=CC=C3)=C2)C(C)=C1,CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,2a,1.0,588.0,0.29,0.623,CH3CN,10.1039/C8TC01130C,
461,CC(C)(C)C1=CC(C2=CC=NC(C3=[C-]C=CC=C3)=C2)=CC(C(C)(C)C)=C1,CC(C)(C)C1=CC(C2=CC=NC(C3=[C-]C=CC=C3)=C2)=CC(C(C)(C)C)=C1,CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,3a,1.0,598.0,0.25,0.501,CH3CN,10.1039/C8TC01130C,
462,O=C1C2=CC=CC3=CC=[C-]C(=C32)C2=NC3=CC=CC=C3N12,O=C1C2=CC=CC3=CC=[C-]C(=C32)C2=NC3=CC=CC=C3N12,C1=CN=C2C(=C1)C=CC1=CC=CN=C12,F[P-](F)(F)(F)(F)F,[Ir(NBI)2(phen)](PF6),1.0,624.0,0.215,3.34,CH2Cl2,10.1002/ejic.201700669,
463,CC1=CC(C2=[C-]C=CS2)=NC2=CC=CC=C12,CC1=CC(C2=[C-]C=CS2)=NC2=CC=CC=C12,FC(F)(F)C1=N[N-]C(C2=CC=CC=N2)=N1,,(MTQ)2Ir(TFTP),0.0,595.0,0.76,2.62,CH2Cl2,10.1016/j.orgel.2017.03.016,
464,CC1=CC(C2=[C-]C=CS2)=NC2=CC=CC=C12,CC1=CC(C2=[C-]C=CS2)=NC2=CC=CC=C12,O=C([O-])C1=CC=CC=N1,,(MTQ)2Ir(PIC),0.0,601.0,0.43,3.44,CH2Cl2,10.1016/j.orgel.2017.03.016,
465,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,O=C([O-])C1=CC=NC(C2=CC(C(=O)O)=CC=N2)=C1,,1a,0.0,620.0,0.057,0.231,CH2Cl2,10.1038/srep38954,
466,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,COC(=O)C1=CC=NC(C2=CC(C(=O)OC)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,2a,1.0,710.0,0.033,0.091,CH2Cl2,10.1038/srep38954,
467,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CCOC(=O)C1=CC=NC(C2=CC(C(=O)OCC)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,3a,1.0,690.0,0.032,0.1,CH2Cl2,10.1038/srep38954,
468,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CCCCOC(=O)C1=CC=NC(C2=CC(C(=O)OCCCC)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,4a,1.0,690.0,0.038,0.1,CH2Cl2,10.1038/srep38954,
469,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC(C)COC(=O)C1=CC=NC(C2=CC(C(=O)OCC(C)C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,5a,1.0,680.0,0.036,0.106,CH2Cl2,10.1038/srep38954,
470,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,O=C([O-])C1=CC=NC(C2=CC(C(=O)O)=CC=N2)=C1,,1b,0.0,563.0,0.381,0.636,CH2Cl2,10.1038/srep38954,
471,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,COC(=O)C1=CC=NC(C2=CC(C(=O)OC)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,2b,1.0,600.0,0.403,0.625,CH2Cl2,10.1038/srep38954,
472,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,CCOC(=O)C1=CC=NC(C2=CC(C(=O)OCC)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,3b,1.0,595.0,0.356,0.687,CH2Cl2,10.1038/srep38954,
473,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,CCCCOC(=O)C1=CC=NC(C2=CC(C(=O)OCCCC)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,4b,1.0,595.0,0.44,0.69,CH2Cl2,10.1038/srep38954,
474,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,CC(C)COC(=O)C1=CC=NC(C2=CC(C(=O)OCC(C)C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,5b,1.0,598.0,0.464,0.7,CH2Cl2,10.1038/srep38954,
475,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,C(#CC1=CN=C2C(=C1)C=CC1=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C4=CC=CC=C4)C=C3)=CN=C12)C1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,F[P-](F)(F)(F)(F)F,Ir1,1.0,666.0,0.056,2.2,CH2Cl2,10.1002/chem.201601534,
476,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,BrC1=CN=C2C(=C1)C=CC1=CC(C#CC3=CC=C(N(C4=CC=CC=C4)C4=CC=CC=C4)C=C3)=CN=C12,F[P-](F)(F)(F)(F)F,Ir2,1.0,677.0,0.053,1.5,CH2Cl2,10.1002/chem.201601534,
477,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,C(#CC1=CN=C2C(=C1)C=CC1=CC(C#CC3=CC=C4C=CC5=CC=CC6=CC=C3C4=C56)=CN=C12)C1=CC=C(N(C2=CC=CC=C2)C2=CC=CC=C2)C=C1,F[P-](F)(F)(F)(F)F,Ir3,1.0,677.0,0.027,46.3,CH2Cl2,10.1002/chem.201601534,
478,FC1=CN=C(C2=[C-]C=C(C(F)(F)F)C=C2)N=C1,FC1=CN=C(C2=[C-]C=C(C(F)(F)F)C=C2)N=C1,O=P([N-]P(=O)(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Ir1,0.0,500.0,0.462,2.07,CH2Cl2,10.1002/ejic.201501318,
479,FC1=CN=C(C2=[C-]C=CC=C2F)N=C1,FC1=CN=C(C2=[C-]C=CC=C2F)N=C1,O=P([N-]P(=O)(C1=CC=CC=C1)C1=CC=CC=C1)(C1=CC=CC=C1)C1=CC=CC=C1,,Ir2,0.0,519.0,0.368,1.85,CH2Cl2,10.1002/ejic.201501318,
480,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,NC1=CC=NC(C2=CC(N)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,1,1.0,518.0,0.4,4.6,CH2Cl2,10.1021/acs.jpcc.6b01663,
481,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,NC1=CC=NC(C2=CC(N)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,2,1.0,456.0,0.56,4.6,CH2Cl2,10.1021/acs.jpcc.6b01663,
482,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,COC1=CC=NC(C2=CC(OC)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,3,1.0,565.0,0.09,4.5,CH2Cl2,10.1021/acs.jpcc.6b01663,
483,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,COC1=CC=NC(C2=CC(OC)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,4,1.0,507.0,0.54,4.6,CH2Cl2,10.1021/acs.jpcc.6b01663,
484,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,FC1=CC=NC(C2=CC(F)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,5,1.0,606.0,0.01,4.8,CH2Cl2,10.1021/acs.jpcc.6b01663,
485,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=CC=NC(C2=CC(F)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,6,1.0,538.0,0.25,4.8,CH2Cl2,10.1021/acs.jpcc.6b01663,
486,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,N#CC1=CC=NC(C2=CC(C#N)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,7,1.0,608.0,0.01,,CH2Cl2,10.1021/acs.jpcc.6b01663,
487,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,FC1=C[C-]=C(C2=CC=CC=N2)C(F)=C1,N#CC1=CC=NC(C2=CC(C#N)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,8,1.0,598.0,0.11,4.7,CH2Cl2,10.1021/acs.jpcc.6b01663,
488,[C-]1=CC=CC=C1C1=CC=C2C(C3=CC=CC=C3)=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C(C3=CC=CC=C3)=CC=CC2=N1,CC(=O)/C=C(/C)[O-],,1,0.0,607.0,0.47,,CH2Cl2,10.1002/chem.201504392,
489,FC1=CC=CC2=NC(C3=[C-]C=CC=C3)=CC=C12,FC1=CC=CC2=NC(C3=[C-]C=CC=C3)=CC=C12,CC(=O)/C=C(/C)[O-],,2,0.0,609.0,0.37,,CH2Cl2,10.1002/chem.201504392,
490,FC1=CC=C(C2=CC=CC3=NC(C4=[C-]C=CC=C4)=CC=C23)C=C1,FC1=CC=C(C2=CC=CC3=NC(C4=[C-]C=CC=C4)=CC=C23)C=C1,CC(=O)/C=C(/C)[O-],,3,0.0,600.0,0.49,,CH2Cl2,10.1002/chem.201504392,
491,CC1(C)C2=CC=CC=C2C2=C[C-]=C(C3=CC=C4C(C5=CC=CC=C5)=CC=CC4=N3)C=C21,CC1(C)C2=CC=CC=C2C2=C[C-]=C(C3=CC=C4C(C5=CC=CC=C5)=CC=CC4=N3)C=C21,CC(=O)/C=C(/C)[O-],,4,0.0,614.0,0.34,,CH2Cl2,10.1002/chem.201504392,
492,CC1(C)C2=CC=CC=C2C2=C[C-]=C(C3=CC=C4C(F)=CC=CC4=N3)C=C21,CC1(C)C2=CC=CC=C2C2=C[C-]=C(C3=CC=C4C(F)=CC=CC4=N3)C=C21,CC(=O)/C=C(/C)[O-],,5,0.0,622.0,0.24,,CH2Cl2,10.1002/chem.201504392,
493,CC1(C)C2=CC=CC=C2C2=C[C-]=C(C3=CC=C4C(C5=CC=C(F)C=C5)=CC=CC4=N3)C=C21,CC1(C)C2=CC=CC=C2C2=C[C-]=C(C3=CC=C4C(C5=CC=C(F)C=C5)=CC=CC4=N3)C=C21,CC(=O)/C=C(/C)[O-],,6,0.0,618.0,0.67,,CH2Cl2,10.1002/chem.201504392,
494,[C-]1=CC=CC=C1C1=CC=C2C=C(C3=CC=CC=C3)C=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=C(C3=CC=CC=C3)C=CC2=N1,CC(=O)/C=C(/C)[O-],,7,0.0,603.0,0.45,,CH2Cl2,10.1002/chem.201504392,
495,FC1=CC=C(C2=CC=C3N=C(C4=[C-]C=CC=C4)C=CC3=C2)C=C1,FC1=CC=C(C2=CC=C3N=C(C4=[C-]C=CC=C4)C=CC3=C2)C=C1,CC(=O)/C=C(/C)[O-],,8,0.0,603.0,0.46,,CH2Cl2,10.1002/chem.201504392,
496,[C-]1=CC=CC=C1C1=CC(C2=CC=CC=C2)=C2C=C(C3=CC=CC=C3)C=CC2=N1,[C-]1=CC=CC=C1C1=CC(C2=CC=CC=C2)=C2C=C(C3=CC=CC=C3)C=CC2=N1,CC(=O)/C=C(/C)[O-],,9,0.0,618.0,0.58,,CH2Cl2,10.1002/chem.201504392,
497,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,[C-]1=CC=CC=C1C1=CC=C2C=CC=CC2=N1,CC(=O)/C=C(/C)[O-],,Irpq2acac,0.0,596.0,0.86,,CH2Cl2,10.1002/chem.201504392,
498,[C-]1=C(C2=NC=CC3=CC=CC=C23)SC2=CC=CC=C12,[C-]1=C(C2=NC=CC3=CC=CC=C23)SC2=CC=CC=C12,CC(C)(C)C(=O)/C=C(\[O-])C(C)(C)C,,1,0.0,710.0,0.16,1.4,CH2Cl2,10.1002/anie.201509798,
499,[C-]1=C(C2=NC=CC3=CC=CC=C23)SC2=CC=CC=C12,[C-]1=C(C2=NC=CC3=CC=CC=C23)SC2=CC=CC=C12,O=C(/C=C(\[O-])C(F)(F)F)C1=CC=CS1,,2,0.0,704.0,0.07,0.72,CH2Cl2,10.1002/anie.201509798,
500,[C-]1=C(C2=NC=CC3=CC=CC=C23)SC2=CC=CC=C12,[C-]1=C(C2=NC=CC3=CC=CC=C23)SC2=CC=CC=C12,O=C(/C=C(\[O-])C1=CC=CS1)C1=CC=CS1,,3,0.0,707.0,0.14,1.44,CH2Cl2,10.1002/anie.201509798,
501,CC(C)(C)C1=C[C-]=C(C2=NC=CC=N2)C=C1,CC(C)(C)C1=C[C-]=C(C2=NC=CC=N2)C=C1,CC(=O)/C=C(/C)[O-],,M1,0.0,526.0,0.99,1.02,CH2Cl2,10.1021/acs.inorgchem.5b02625,
502,COC1=CC=[C-]C(C2=CC=C(C)C=N2)=C1,COC1=CC=[C-]C(C2=CC=C(C)C=N2)=C1,C1=CC=C(C2=CC=CC=N2)N=C1,F[P-](F)(F)(F)(F)F,1a,1.0,710.0,0.002,0.0047,CH3CN,10.1038/srep12325,
503,COC1=CC=[C-]C(C2=CC=C(C)C=N2)=C1,COC1=CC=[C-]C(C2=CC=C(C)C=N2)=C1,CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,1b,1.0,680.0,0.003,0.01,CH3CN,10.1038/srep12325,
504,COC1=C[C-]=C(C2=CC=C(C)C=N2)C=C1,COC1=C[C-]=C(C2=CC=C(C)C=N2)C=C1,C1=CC=C(C2=CC=CC=N2)N=C1,F[P-](F)(F)(F)(F)F,2a,1.0,618.0,0.057,0.194,CH3CN,10.1038/srep12325,
505,COC1=C[C-]=C(C2=CC=C(C)C=N2)C=C1,COC1=C[C-]=C(C2=CC=C(C)C=N2)C=C1,CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,2b,1.0,595.0,0.154,0.388,CH3CN,10.1038/srep12325,
506,COC1=C[C-]=C(C2=CC=C(C)C=N2)C=C1OC,COC1=C[C-]=C(C2=CC=C(C)C=N2)C=C1OC,C1=CC=C(C2=CC=CC=N2)N=C1,F[P-](F)(F)(F)(F)F,3a,1.0,730.0,0.003,0.0016,CH3CN,10.1038/srep12325,
507,COC1=C[C-]=C(C2=CC=C(C)C=N2)C=C1OC,COC1=C[C-]=C(C2=CC=C(C)C=N2)C=C1OC,CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,3b,1.0,700.0,0.001,0.0032,CH3CN,10.1038/srep12325,
508,COC1=[C-]C(C2=CC=C(C)C=N2)=CC(OC)=C1OC,COC1=[C-]C(C2=CC=C(C)C=N2)=CC(OC)=C1OC,C1=CC=C(C2=CC=CC=N2)N=C1,F[P-](F)(F)(F)(F)F,4a,1.0,720.0,0.002,0.00166,CH3CN,10.1038/srep12325,
509,COC1=[C-]C(C2=CC=C(C)C=N2)=CC(OC)=C1OC,COC1=[C-]C(C2=CC=C(C)C=N2)=CC(OC)=C1OC,CC(C)(C)C1=CC=NC(C2=CC(C(C)(C)C)=CC=N2)=C1,F[P-](F)(F)(F)(F)F,4b,1.0,685.0,0.002,0.0032,CH3CN,10.1038/srep12325,
510,[C-]1=C(C2=CC(C3=CC=CC=C3)=C3C=CC=CC3=N2)SC(C2=CC=CS2)=C1,[C-]1=C(C2=CC(C3=CC=CC=C3)=C3C=CC=CC3=N2)SC(C2=CC=CS2)=C1,C1=CN=C2C(=C1)C=CC1=CC=CN=C12,F[P-](F)(F)(F)(F)F,1,1.0,696.0,0.0009,4.7,CH2Cl2,10.1016/j.matchemphys.2015.06.020,
511,[C-]1=C(C2=CC(C3=CC=CC=C3)=C3C=CC=CC3=N2)SC(C2=CC=CS2)=C1,[C-]1=C(C2=CC(C3=CC=CC=C3)=C3C=CC=CC3=N2)SC(C2=CC=CS2)=C1,CC(=O)/C=C(/C)[O-],,2,0.0,707.0,0.0034,4.6,CH2Cl2,10.1016/j.matchemphys.2015.06.020,
512,CC1=CC(C2=[C-]C=C(C3=CC=CS3)S2)=NC2=CC=CC=C12,CC1=CC(C2=[C-]C=C(C3=CC=CS3)S2)=NC2=CC=CC=C12,C1=CC=C(C2=CC=CC=N2)N=C1,F[P-](F)(F)(F)(F)F,3,1.0,693.0,0.0006,5.0,CH2Cl2,10.1016/j.matchemphys.2015.06.020,
513,CC1=CC(C2=[C-]C=C(C3=CC=CS3)S2)=NC2=CC=CC=C12,CC1=CC(C2=[C-]C=C(C3=CC=CS3)S2)=NC2=CC=CC=C12,CC(=O)/C=C(/C)[O-],,4,0.0,703.0,0.0009,5.1,CH2Cl2,10.1016/j.matchemphys.2015.06.020,
514,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,C[N+]1=[C-]N(CN2[C-]=[N+](C)C=C2)C=C1,[Cl-],1,1.0,474.0,0.0157,0.155,CH2Cl2,10.1016/j.biomaterials.2014.10.070,
515,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CC[N+]1=[C-]N(CN2[C-]=[N+](CC)C=C2)C=C1,[Cl-],2,1.0,474.0,0.0181,0.171,CH2Cl2,10.1016/j.biomaterials.2014.10.070,
516,[C-]1=CC=CC=C1C1=CC=CC=N1,[C-]1=CC=CC=C1C1=CC=CC=N1,CCCC[N+]1=[C-]N(CN2[C-]=[N+](CCCC)C=C2)C=C1,[Cl-],3,1.0,474.0,0.0191,0.181,CH2Cl2,10.1016/j.biomaterials.2014.10.070,
517,[C-]1=C(C2=NC=C3C=CC=CC3=N2)SC=C1,[C-]1=C(C2=NC=C3C=CC=CC3=N2)SC=C1,O=C([O-])C1=CC=CC=N1,,Ir1,0.0,602.0,0.15,0.38,CH2Cl2,10.1039/C5RA17437F,
518,[C-]1=C(C2=NC(N3CCCCC3)=C3C=CC=CC3=N2)SC=C1,[C-]1=C(C2=NC(N3CCCCC3)=C3C=CC=CC3=N2)SC=C1,O=C([O-])C1=CC=CC=N1,,Ir2,0.0,586.0,0.26,0.65,CH2Cl2,10.1039/C5RA17437F,
519,CC1=CC=CC(C)=C1OC1=NC(C2=[C-]C=CS2)=NC2=CC=CC=C12,CC1=CC=CC(C)=C1OC1=NC(C2=[C-]C=CS2)=NC2=CC=CC=C12,O=C([O-])C1=CC=CC=N1,,Ir3,0.0,586.0,0.34,0.79,CH2Cl2,10.1039/C5RA17437F,
520,[C-]1=C(C2=NC(N(C3=CC=CC=C3)C3=CC=CC=C3)=C3C=CC=CC3=N2)SC=C1,[C-]1=C(C2=NC(N(C3=CC=CC=C3)C3=CC=CC=C3)=C3C=CC=CC3=N2)SC=C1,O=C([O-])C1=CC=CC=N1,,Ir4,0.0,619.0,0.6,0.7,CH2Cl2,10.1039/C5RA17437F,
521,FC(F)(F)C1=C[C-]=C(C2=NC3=C4C=CC=CC4=C4C=CC=CC4=C3N2C2=CC=CC=C2)C=C1,FC(F)(F)C1=C[C-]=C(C2=NC3=C4C=CC=CC4=C4C=CC=CC4=C3N2C2=CC=CC=C2)C=C1,O=C([O-])C1=CC=CC=N1,,1,0.0,558.0,0.55,1.88,CH2Cl2,10.1039/C4NJ01334D,
522,CC1=CC=C(N2C(C3=[C-]C=C(C(F)(F)F)C=C3)=NC3=C4C=CC=CC4=C4C=CC=CC4=C32)C=C1,CC1=CC=C(N2C(C3=[C-]C=C(C(F)(F)F)C=C3)=NC3=C4C=CC=CC4=C4C=CC=CC4=C32)C=C1,O=C([O-])C1=CC=CC=N1,,2,0.0,574.0,0.53,1.92,CH2Cl2,10.1039/C4NJ01334D,
523,COC1=CC=C(N2C(C3=[C-]C=C(C(F)(F)F)C=C3)=NC3=C4C=CC=CC4=C4C=CC=CC4=C32)C=C1,COC1=CC=C(N2C(C3=[C-]C=C(C(F)(F)F)C=C3)=NC3=C4C=CC=CC4=C4C=CC=CC4=C32)C=C1,O=C([O-])C1=CC=CC=N1,,3,0.0,569.0,0.56,1.94,CH2Cl2,10.1039/C4NJ01334D,
524,CC1=CC(C)=CC(N2C(C3=[C-]C=C(C(F)(F)F)C=C3)=NC3=C4C=CC=CC4=C4C=CC=CC4=C32)=C1,CC1=CC(C)=CC(N2C(C3=[C-]C=C(C(F)(F)F)C=C3)=NC3=C4C=CC=CC4=C4C=CC=CC4=C32)=C1,O=C([O-])C1=CC=CC=N1,,4,0.0,577.0,0.58,1.8,CH2Cl2,10.1039/C4NJ01334D,
525,COC1=CC=C(N2C(C3=[C-]C=C(C(F)(F)F)C=C3)=NC3=C4C=CC=CC4=C4C=CC=CC4=C32)C=C1,COC1=CC=C(N2C(C3=[C-]C=C(C(F)(F)F)C=C3)=NC3=C4C=CC=CC4=C4C=CC=CC4=C32)C=C1,CN(C)C1=CC=NC(C(=O)[O-])=C1,,5,0.0,559.0,0.57,1.72,CH2Cl2,10.1039/C4NJ01334D,
526,CC1=CC(C)=CC(N2C(C3=[C-]C=C(C(F)(F)F)C=C3)=NC3=C4C=CC=CC4=C4C=CC=CC4=C32)=C1,CC1=CC(C)=CC(N2C(C3=[C-]C=C(C(F)(F)F)C=C3)=NC3=C4C=CC=CC4=C4C=CC=CC4=C32)=C1,CN(C)C1=CC=NC(C(=O)[O-])=C1,,6,0.0,562.0,0.59,1.74,CH2Cl2,10.1039/C4NJ01334D,
527,COC1=C[C-]=C(C2=CC(C(C)(C)C)=CC=N2)C(OC)=N1,COC1=C[C-]=C(C2=CC(C(C)(C)C)=CC=N2)C(OC)=N1,CC(C)(C)C1=CC=NC(C2=CC(C(F)(F)F)=N[N-]2)=C1,,1,0.0,458.0,0.79,7.7,CH2Cl2,10.1039/C5DT01844G,
528,COC1=C[C-]=C(C2=CC(C(C)(C)C)=CC=N2)C(OC)=N1,COC1=C[C-]=C(C2=CC(C(C)(C)C)=CC=N2)C(OC)=N1,CC(C)(C)C1=CC=NC(C2=C(C(F)(F)F)C=C(C(F)(F)F)[N-]2)=C1,,2,0.0,458.0,0.79,6.2,CH2Cl2,10.1039/C5DT01844G,
529,COC1=N[C-]=C(C2=CC(C(C)(C)C)=CC=N2)C(OC)=N1,COC1=N[C-]=C(C2=CC(C(C)(C)C)=CC=N2)C(OC)=N1,CC(C)(C)C1=CC=NC(C2=CC(C(F)(F)F)=N[N-]2)=C1,,3,0.0,444.0,0.91,4.2,CH2Cl2,10.1039/C5DT01844G,
530,COC1=N[C-]=C(C2=CC(C(C)(C)C)=CC=N2)C(OC)=N1,COC1=N[C-]=C(C2=CC(C(C)(C)C)=CC=N2)C(OC)=N1,CC(C)(C)C1=CC=NC(C2=C(C(F)(F)F)C=C(C(F)(F)F)[N-]2)=C1,,4,0.0,458.0,0.93,6.0,CH2Cl2,10.1039/C5DT01844G,
